Name,Best_Resolution,Memory_Bandwidth,Memory_Speed,Manufacturer,Release_Price,Core_Speed_Value,Core_Speed_Unit,Max_Power_Value,Max_Power_Unit,Memory_Value,Memory_Unit,Release_Year
Radeon R9 270 HIS iCooler 2GB Edition,2073600,179.2GB/sec,1400 MHz,AMD,,925,MHz,150,Watts,2048,MB,2013
Radeon R9 270 Gigabyte WindForce 2X OC Edition,2073600,179.2GB/sec,1400 MHz,AMD,,950,MHz,175,Watts,2048,MB,2013
Radeon R9 270 Crossfire,3686400,358.4GB/sec,1400 MHz,AMD,358,900,MHz,300,Watts,4096,MB,2013
Radeon R9 270X DirectCU II TOP 2GB Edition,2073600,179.2GB/sec,1400 MHz,AMD,,1070,MHz,180,Watts,2048,MB,2013
Radeon R9 270 HIS IceQ XÂ² 2GB Edition,2073600,179.2GB/sec,1400 MHz,AMD,,900,MHz,150,Watts,2048,MB,2013
Radeon R9 270 Club3D 14Series Edition Crossfire,3686400,358.4GB/sec,1400 MHz,AMD,,930,MHz,300,Watts,4096,MB,2013
Radeon R9 270 Club3D '14Series Edition,2073600,179.2GB/sec,1400 MHz,AMD,,930,MHz,146,Watts,2048,MB,2013
Radeon R9 255 (OEM),1440000,104GB/sec,1625 MHz,AMD,,930,MHz,,,2048,MB,2013
Radeon R9 260 (OEM),1440000,104GB/sec,1625 MHz,AMD,,,,115,Watts,2048,MB,2013
Radeon R9 270,2073600,179.2GB/sec,1400 MHz,AMD,99,900,MHz,150,Watts,2048,MB,2013
Radeon R7 265 Sapphire Dual-X 2GB Edition,2073600,179.2GB/sec,1400 MHz,AMD,,900,MHz,150,Watts,2048,MB,2014
Radeon R7 265 Gigabyte WindForce 2X OC 2GB Edition,2073600,179.2GB/sec,1400 MHz,AMD,,1008,MHz,150,Watts,2048,MB,2014
Radeon R7 265 Asus DirectCU II 2GB Edition,2073600,179.2GB/sec,1400 MHz,AMD,,900,MHz,150,Watts,2048,MB,2014
Radeon R7 265 Crossfire,2073600,358.4GB/sec,1400 MHz,AMD,,,,300,Watts,4096,MB,2014
Radeon R7 265 PowerColor TurboDuo OC 2GB Edition,2073600,179.2GB/sec,1400 MHz,AMD,,930,MHz,150,Watts,2048,MB,2014
Radeon R7 260X XFX Double D 2GB Edition,1440000,102.4GB/sec,1600 MHz,AMD,,1100,MHz,115,Watts,2048,MB,2013
Radeon R9 270 Club3D royalQueen Edition,2073600,179.2GB/sec,1400 MHz,AMD,,930,MHz,146,Watts,2048,MB,2013
Radeon R7 265,2073600,179.2GB/sec,1400 MHz,AMD,149,900,MHz,150,Watts,2048,MB,2014
Radeon R7 260X VisionTek OC 2GB Edition,1440000,105.6GB/sec,1650 MHz,AMD,,1160,MHz,115,Watts,2048,MB,2013
Radeon R7 265 MSI OC 2GB Edition,2073600,179.2GB/sec,1400 MHz,AMD,,900,MHz,150,Watts,2048,MB,2014
Radeon RX 490 8GB [not released],3686400,1024GB/sec,500 MHz,ATI,649.99,,,225,Watts,,,2016
Radeon RX 480X 8GB [not released],,,1750 MHz,ATI,349,1250,MHz,150,Watts,,,2016
Radeon RX 490X 8GB [not released],,,500 MHz,ATI,699.99,1000,MHz,250,Watts,,,2016
Radeon RX 480 XFX Triple X OC 8GB,3686400,256GB/sec,2000 MHz,ATI,245,1120,MHz,150,Watts,8192,MB,2016
Radeon R7 260X v3 Sapphire 2GB Edition,1440000,80GB/sec,1250 MHz,AMD,,1000,MHz,85,Watts,2048,MB,2015
Radeon RX 480 XFX GTR Hard Swap Black Edition 8GB,3686400,256GB/sec,2000 MHz,ATI,260,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 XFX RS Hard Swap 4GB,2073600,224GB/sec,1750 MHz,ATI,240,1120,MHz,150,Watts,4096,MB,2016
Radeon RX 480 XFX RS Hard Swap Triple X 8GB,3686400,256GB/sec,2000 MHz,ATI,250,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480X 4GB [not released],,,500 MHz,ATI,449.99,1150,MHz,175,Watts,,,2016
Radeon R7 260X v3 PowerColor OC v4 2GB Edition,1440000,80GB/sec,1250 MHz,AMD,,1030,MHz,85,Watts,2048,MB,2013
Radeon R7 260X v3 PowerColor OC v3 2GB Edition,1440000,80GB/sec,1250 MHz,AMD,,1030,MHz,85,Watts,2048,MB,2013
Radeon R7 260X v3 Gigabyte OC Rev. 3.0 2GB Edition,1440000,80GB/sec,1250 MHz,AMD,,1188,MHz,85,Watts,2048,MB,2015
Radeon R7 265 Sapphire Dual-X 2GB Edition Crossfire,2073600,358.4GB/sec,1400 MHz,AMD,,,,300,Watts,4096,MB,2014
Radeon R7 260X v3 MSI OC 2GB Edition,1440000,80GB/sec,1250 MHz,AMD,,1050,MHz,85,Watts,2048,MB,2015
Radeon R7 260X v3 Asus OC 2GB Edition,1440000,80GB/sec,1250 MHz,AMD,,1075,MHz,85,Watts,2048,MB,2013
Radeon R7 260X v3,1440000,80GB/sec,1250 MHz,AMD,,1000,MHz,85,Watts,2048,MB,2015
Radeon R7 260X v2 XFX Core 1GB Edition,1440000,102.4GB/sec,1600 MHz,AMD,,1075,MHz,105,Watts,1024,MB,2013
Radeon R7 260X v2 XFX Core 2GB Edition,1440000,102.4GB/sec,1600 MHz,AMD,,1075,MHz,105,Watts,2048,MB,2013
Radeon R7 260X v2 Sapphire OC 2GB Edition,1440000,96GB/sec,1500 MHz,AMD,,1050,MHz,105,Watts,2048,MB,2013
Radeon R7 260X v2 Sapphire iCafe Gaming OC 2GB Edition,1440000,96GB/sec,1500 MHz,AMD,99,1050,MHz,105,Watts,2048,MB,2015
Radeon R7 260X v2 MSI OC v2 2GB Edition,1440000,96GB/sec,1500 MHz,AMD,,1175,MHz,105,Watts,2048,MB,2013
Radeon R7 260X v2 MSI OC v1 2GB Edition,1440000,96GB/sec,1500 MHz,AMD,,1050,MHz,105,Watts,2048,MB,2013
Radeon R7 260X v2 MSI OC 1GB Edition,1440000,96GB/sec,1500 MHz,AMD,,1050,MHz,105,Watts,1024,MB,2013
Radeon R7 260X v2 HIS iPower IceQ X² Turbo 1GB Edition,1440000,102.4GB/sec,1600 MHz,AMD,,1075,MHz,105,Watts,1024,MB,2013
Radeon R7 260X v2 MSI 1GB Edition,1440000,96GB/sec,1500 MHz,AMD,,1000,MHz,105,Watts,1024,MB,2013
Radeon R7 260X v2 HIS iPower IceQ X² 2GB Edition,1440000,96GB/sec,1500 MHz,AMD,,1000,MHz,105,Watts,2048,MB,2013
Radeon R7 260X v2 PowerColor OC 1GB Edition,1440000,96GB/sec,1500 MHz,AMD,,1030,MHz,105,Watts,1024,MB,2013
Radeon R7 260X v2 MSI OC 2GB Edition,1440000,96GB/sec,1500 MHz,AMD,,1100,MHz,105,Watts,2048,MB,2013
Radeon R7 260X v2 Sapphire OC 1GB Edition,1440000,96GB/sec,1500 MHz,AMD,,1050,MHz,105,Watts,1024,MB,2013
Radeon R7 260X v2 HIS iCooler 2GB Edition,1440000,96GB/sec,1500 MHz,AMD,,1000,MHz,105,Watts,2048,MB,2013
Radeon R7 260X v2 HIS iCooler 1GB Edition,1440000,96GB/sec,1500 MHz,AMD,,1000,MHz,105,Watts,1024,MB,2013
Radeon R7 260X v2 Gigabyte OC 1GB Edition,1440000,96GB/sec,1500 MHz,AMD,,1075,MHz,105,Watts,1024,MB,2013
Radeon R7 260X v2 Asus DirectCU II OC 1GB Edition,1440000,102.4GB/sec,1600 MHz,AMD,,1075,MHz,105,Watts,1024,MB,2013
Radeon R7 260X v2,1440000,96GB/sec,1500 MHz,AMD,,1000,MHz,105,Watts,1024,MB,2013
Radeon R7 260X PowerColor TurboDuo OC 2GB Edition,1440000,105.6GB/sec,1650 MHz,AMD,,1160,MHz,115,Watts,2048,MB,2013
Radeon R7 260X MSI 2GB Edition,1440000,104GB/sec,1625 MHz,AMD,,1100,MHz,115,Watts,2048,MB,2013
Radeon R7 260X Gigabyte 2GB OC Rev. 2.0 Edition,1440000,104GB/sec,1625 MHz,AMD,,1188,MHz,115,Watts,2048,MB,2013
Radeon R7 260X Gigabyte 2GB OC Rev. 1.0 Edition,1440000,104GB/sec,1625 MHz,AMD,,1188,MHz,115,Watts,2048,MB,2013
Radeon R7 260X Sapphire 2GB OC Edition,1440000,105.6GB/sec,1650 MHz,AMD,,1150,MHz,120,Watts,2048,MB,2013
Radeon R7 260X Asus DirectCU II OC Edition,1440000,112GB/sec,1750 MHz,AMD,,1188,MHz,115,Watts,2048,MB,2013
Radeon R7 260X MSI 2GB OC Edition,1440000,104GB/sec,1625 MHz,AMD,,1175,MHz,115,Watts,2048,MB,2013
Radeon R7 260X Club3D royalKing Edition,1440000,105.6GB/sec,1650 MHz,AMD,,1160,MHz,105,Watts,2048,MB,2013
Radeon R7 260X Crossfire,2073600,208GB/sec,1625 MHz,AMD,278,1100,MHz,230,Watts,4096,MB,2013
Radeon R7 260X Asus DirectCU II 2GB Edition,1440000,104GB/sec,1625 MHz,AMD,,1100,MHz,115,Watts,2048,MB,2013
Radeon R7 260X,1440000,104GB/sec,1625 MHz,AMD,139,1100,MHz,115,Watts,2048,MB,2013
Radeon RX 480 XFX Black Edition 8GB,3686400,256GB/sec,2000 MHz,ATI,255,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 XFX 4GB,2073600,224GB/sec,1750 MHz,ATI,240,1120,MHz,150,Watts,4096,MB,2016
Radeon RX 480 Sapphire Nitro+ 8GB,3686400,256GB/sec,2000 MHz,ATI,260,1208,MHz,150,Watts,8192,MB,2016
Radeon RX 480 Sapphire NITRO+ 4GB,2073600,224GB/sec,1750 MHz,ATI,235,1208,MHz,150,Watts,4096,MB,2016
Radeon RX 480 Sapphire 4GB,2073600,224GB/sec,1750 MHz,ATI,240,1120,MHz,150,Watts,4096,MB,2016
Radeon RX 480 PowerColour 8GB,3686400,256GB/sec,2000 MHz,ATI,240,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 PowerColor Red Dragon 4GB,2073600,224GB/sec,1750 MHz,ATI,210,1120,MHz,120,Watts,4096,MB,2016
Radeon RX 480 PowerColor Red Dragon 8GB,3686400,256GB/sec,2000 MHz,ATI,250,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 PowerColor Red Devil 8GB,3686400,256GB/sec,2000 MHz,ATI,270,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 Sapphire 8GB,,256GB/sec,2000 MHz,ATI,240,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 PowerColor 4GB,2073600,224GB/sec,1750 MHz,ATI,230,1120,MHz,150,Watts,4096,MB,2016
Radeon RX 480 MSI GAMING 4G,2073600,224GB/sec,1750 MHz,ATI,200,1120,MHz,150,Watts,4096,MB,2016
Radeon RX 480 MSI Gaming 8GB,3686400,256GB/sec,2000 MHz,ATI,250,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 MSI GAMING X 4G,2073600,224GB/sec,1750 MHz,ATI,240,1120,MHz,150,Watts,4096,MB,2016
Radeon RX 480 MSI Gaming X 8GB,3686400,256GB/sec,2000 MHz,ATI,265,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 MSI Armor OC 8GB,3686400,256GB/sec,2000 MHz,ATI,245,1120,MHz,150,Watts,8192,MB,
Radeon RX 480 MSI Armor OC 4GB,2073600,224GB/sec,1750 MHz,ATI,220,1120,MHz,120,Watts,4096,MB,
Radeon RX 480 HIS IceQ X² Roaring Turbo GB,3686400,256GB/sec,2000 MHz,ATI,250,1120,MHz,150,Watts,8192,MB,2016
Radeon R7 260,1440000,96GB/sec,1500 MHz,AMD,109,1000,MHz,95,Watts,2048,MB,2013
Radeon RX 480 MSI 8GB,3686400,256GB/sec,2000 MHz,ATI,220,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 MSI Armor 4GB,2073600,224GB/sec,1750 MHz,ATI,220,1120,MHz,120,Watts,4096,MB,
Radeon R7 260 MSI 1GB OC Edition,1440000,96GB/sec,1500 MHz,AMD,,1050,MHz,95,Watts,1024,MB,2014
Radeon RX 480 MSI 4GB,2073600,224GB/sec,1750 MHz,ATI,200,1120,MHz,120,Watts,4096,MB,2016
Radeon R7 250X Sapphire 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,950,MHz,80,Watts,1024,MB,2014
Radeon RX 480 HIS IceQ X² Roaring Turbo 8GB,,256GB/sec,2000 MHz,ATI,250,1120,MHz,150,Watts,8192,MB,2016
Radeon R7 250X Sapphire Vapor-X OC Edition,1440000,83.2GB/sec,1300 MHz,AMD,,1100,MHz,80,Watts,1024,MB,2014
Radeon R7 250X PowerColor 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,80,Watts,1024,MB,2014
Radeon R7 250X Gigabyte OC 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,1050,MHz,80,Watts,1024,MB,2014
Radeon R7 250X MSI 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,950,MHz,83,Watts,1024,MB,2014
Radeon R7 250X HIS iCooler 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,80,Watts,1024,MB,2014
Radeon R7 250X Crossfire,1440000,144GB/sec,1125 MHz,AMD,,950,MHz,160,Watts,4096,MB,2014
Radeon R7 250X Gigabyte OC 2GB Edition,1440000,72GB/sec,1125 MHz,AMD,,1020,MHz,80,Watts,2048,MB,2014
Radeon R7 250X Asus 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,80,Watts,1024,MB,2014
Radeon R7 250E Club3D Low Profile 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,800,MHz,61,Watts,1024,MB,2013
Radeon R7 250E Sapphire Ultimate 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,800,MHz,75,Watts,1024,MB,2013
Radeon R7 250E,1440000,72GB/sec,1125 MHz,AMD,109,800,MHz,55,Watts,1024,MB,2013
Radeon R7 250X Asus 2GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1020,MHz,80,Watts,2048,MB,2014
Radeon R7 250 v2 XFX 2GB Edition,1049088,25.6GB/sec,800 MHz,AMD,,1000,MHz,65,Watts,2048,MB,2013
Radeon R7 250X,1440000,72GB/sec,1125 MHz,AMD,99,950,MHz,80,Watts,2048,MB,2014
Radeon R7 250 v2 Sapphire 2GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,1000,MHz,65,Watts,2048,MB,2013
Radeon R7 250 v2 MSI OC 2GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,1050,MHz,65,Watts,2048,MB,2013
Radeon R7 250 v2 XFX Core 1GB Edition,1049088,25.6GB/sec,800 MHz,AMD,,1000,MHz,65,Watts,1024,MB,2013
Radeon R7 250 v2 HIS 2GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,1000,MHz,65,Watts,2048,MB,2013
Radeon RX 480 HIS IceQ X² Roaring OC GB,3686400,256GB/sec,2000 MHz,ATI,240,1120,MHz,150,Watts,8192,MB,2016
Radeon R7 250 v2 Club3D 2GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,1000,MHz,48,Watts,2048,MB,2013
Radeon R7 250 v2 2GB,1049088,28.8GB/sec,900 MHz,AMD,89,1000,MHz,65,Watts,2048,MB,2013
Radeon RX 480 Gigabyte Windforce 8GB,3686400,256GB/sec,2000 MHz,ATI,120,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 HIS IceQ X2 Roaring OC 8GB,,256GB/sec,2000 MHz,ATI,250,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 HIS 8GB,3686400,256GB/sec,2000 MHz,ATI,120,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 Gigabyte Windforce 4GB,2073600,224GB/sec,1750 MHz,ATI,220,1120,MHz,150,Watts,4096,MB,2016
Radeon RX 480 Gigabyte G1 Gaming 8GB,3686400,256GB/sec,2000 MHz,ATI,240,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 Gigabyte G1 Gaming 4GB,2073600,224GB/sec,1750 MHz,ATI,210,1120,MHz,120,Watts,4096,MB,2016
Radeon RX 480 Gigabyte 8GB,3686400,256GB/sec,2000 MHz,ATI,240,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 GIGABYTE G1 Gaming 4GB,2073600,224GB/sec,1750 MHz,ATI,200,1120,MHz,150,Watts,4096,MB,2016
Radeon RX 480 ASUS DUAL OC 4GB,,224GB/sec,1750 MHz,ATI,230,1120,MHz,150,Watts,4096,MB,2016
Radeon RX 480 Asus 8GB,3686400,256GB/sec,2000 MHz,ATI,120,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 Armor 8GB,3686400,256GB/sec,2000 MHz,ATI,245,1120,MHz,150,Watts,8192,MB,
Radeon RX 480 Asus ROG Strix Gaming 8GB,3686400,256GB/sec,2000 MHz,ATI,240,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 Asus ROG Strix OC 8GB,3686400,256GB/sec,2000 MHz,ATI,240,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 8GB Crossfire,4096000,512GB/sec,2000 MHz,ATI,458,1120,MHz,300,Watts,16384,MB,2016
Radeon RX 480 8GB,3686400,256GB/sec,2000 MHz,ATI,229,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 480 Diamond 8GB,3686400,256GB/sec,2000 MHz,ATI,120,1120,MHz,150,Watts,8192,MB,2016
Radeon RX 470 XFX RS Black Limited Edition 4GB,2073600,224GB/sec,1750 MHz,ATI,210,926,MHz,120,Watts,4096,MB,2016
Radeon RX 480 4GB,2073600,224GB/sec,1750 MHz,ATI,199,1120,MHz,120,Watts,4096,MB,2016
Radeon RX 470 XFX RS Triple X 4GB,2073600,224GB/sec,1750 MHz,ATI,179,926,MHz,120,Watts,4096,MB,2016
Radeon R7 250 Sapphire 1GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1000,MHz,65,Watts,1024,MB,2013
Radeon R7 250 PowerColor OC 1GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1050,MHz,75,Watts,1024,MB,2013
Radeon RX 470 XFX Single Fan Triple X 4GB,2073600,211.2GB/sec,1650 MHz,ATI,179,926,MHz,120,Watts,4096,MB,2016
Radeon RX 470 XFX RS Black Edition 4GB,2073600,224GB/sec,1750 MHz,ATI,200,926,MHz,120,Watts,4096,MB,2016
Radeon R7 250 Sapphire 1GB Edition Crossfire,2073600,147.2GB/sec,1150 MHz,AMD,,1000,MHz,130,Watts,2048,MB,2013
Radeon R7 250 HIS IceQ Boost Clock 2GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1000,MHz,65,Watts,2048,MB,2013
Radeon R7 250 Gigabyte OC 1GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1050,MHz,65,Watts,1024,MB,2013
Radeon R7 250 Asus 1GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1000,MHz,65,Watts,1024,MB,2013
Radeon R7 250 HIS iCooler 1GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1000,MHz,65,Watts,1024,MB,2013
Radeon R7 250 2GB,1440000,73.6GB/sec,1150 MHz,AMD,89,1000,MHz,65,Watts,2048,MB,2013
Radeon R7 250 Diamond 1GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1000,MHz,65,Watts,1024,MB,2013
Radeon R7 250 1GB Crossfire,2073600,147.2GB/sec,1150 MHz,AMD,,1000,MHz,130,Watts,2048,MB,2013
Radeon R7 250 1GB,1440000,73.6GB/sec,1150 MHz,AMD,89,1000,MHz,65,Watts,1024,MB,2013
Radeon R7 240 XFX Core Low Profile 4GB Edition,1049088,21.3GB/sec,667 MHz,AMD,,730,MHz,35,Watts,4096,MB,2013
Radeon R7 250 Gigabyte OC 2GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1050,MHz,65,Watts,2048,MB,2013
Radeon R7 240 XFX Low Profile 2GB Edition,1049088,25.6GB/sec,800 MHz,AMD,,730,MHz,35,Watts,2048,MB,2013
Radeon R7 250 MSI OC 1GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1000,MHz,59,Watts,1024,MB,2013
Radeon R7 240 v2 Sapphire 1GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,730,MHz,30,Watts,1024,MB,2013
Radeon R7 240 v2 2GB,1440000,72GB/sec,1125 MHz,AMD,69,730,MHz,30,Watts,2048,MB,2013
Radeon R7 240 v2 HIS iCooler Boost Clock 2GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,730,MHz,30,Watts,2048,MB,2013
Radeon R7 240 v2 1GB,1440000,72GB/sec,1125 MHz,AMD,69,730,MHz,30,Watts,1024,MB,2013
Radeon R7 240 Sapphire 4GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,730,MHz,35,Watts,1024,MB,2013
Radeon R7 240 Sapphire 1GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,730,MHz,35,Watts,1024,MB,2013
Radeon RX 470 Sapphire Platinum Edition 4GB,2073600,224GB/sec,1750 MHz,ATI,220,926,MHz,120,Watts,4096,MB,2016
Radeon R7 240 PowerColor OC V2 2GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,750,MHz,30,Watts,2048,MB,2013
Radeon RX 470 Sapphire Nitro+ 8GB,2073600,256GB/sec,2000 MHz,ATI,250,1121,MHz,120,Watts,8192,MB,2016
Radeon RX 470 Sapphire Nitro+ 4GB,2073600,224GB/sec,1750 MHz,ATI,220,1143,MHz,120,Watts,4096,MB,2016
Radeon RX 470 PowerColor Red Devil 4GB,2073600,224GB/sec,1750 MHz,ATI,199,926,MHz,120,Watts,4096,MB,2016
Radeon RX 470 MSI Gaming X 4GB,2073600,211.2GB/sec,1650 MHz,ATI,199,926,MHz,110,Watts,4096,MB,2016
Radeon RX 470 PowerColour Red Dragon 4GB,2073600,211.2GB/sec,1650 MHz,ATI,199,926,MHz,120,Watts,4096,MB,2016
Radeon RX 470 MSI Gaming 4GB,2073600,211.2GB/sec,1650 MHz,ATI,199,926,MHz,110,Watts,4096,MB,2016
Radeon RX 470 MSI Gaming X 8GB,2073600,211.2GB/sec,1650 MHz,ATI,199,926,MHz,110,Watts,8192,MB,2016
Radeon RX 470 HIS IceQ X2 Turbo 4GB,2073600,211.2GB/sec,1650 MHz,ATI,199,926,MHz,120,Watts,4096,MB,2016
Radeon RX 470 MSI Gaming 8GB,2073600,211.2GB/sec,1650 MHz,ATI,199,926,MHz,110,Watts,,,2016
Radeon RX 470 HIS IceQ X2 OC 4GB,2073600,211.2GB/sec,1650 MHz,ATI,199,926,MHz,120,Watts,4096,MB,2016
Radeon RX 470 ASUS ROG Strix Gaming 4GB,2073600,211.2GB/sec,1650 MHz,ATI,200,926,MHz,120,Watts,4096,MB,2016
Radeon RX 470 4GB,2073600,211.2GB/sec,1650 MHz,ATI,179,926,MHz,120,Watts,4096,MB,2016
Radeon RX 460 VisionTek Overclocked Edition 4GB,1440000,112GB/sec,1750 MHz,ATI,,1090,MHz,75,Watts,4096,MB,2016
Radeon RX 460 XFX 4GB Twin Fan,1440000,112GB/sec,1750 MHz,ATI,150,1090,MHz,75,Watts,4096,MB,2016
Radeon RX 460 XFX Black Wolf 2GB,1440000,112GB/sec,1750 MHz,ATI,,,,75,Watts,2048,MB,2016
Radeon RX 470 Asus ROG Strix Gaming OC 4GB,2073600,211.2GB/sec,1650 MHz,ATI,199,926,MHz,120,Watts,4096,MB,2016
Radeon RX 460 XFX 4GB Single Fan,1440000,112GB/sec,1750 MHz,ATI,135,1090,MHz,75,Watts,4096,MB,2016
Radeon RX 460 XFX 2GB Single Fan,1440000,112GB/sec,1750 MHz,ATI,140,1090,MHz,75,Watts,2048,MB,2016
Radeon RX 470 GIGABYTE G1 4GB,2073600,211.2GB/sec,1650 MHz,ATI,199,926,MHz,120,Watts,4096,MB,2016
Radeon RX 460 XFX 2GB Twin Fan,1440000,112GB/sec,1750 MHz,ATI,140,1090,MHz,150,Watts,2048,MB,2016
Radeon RX 460 Sapphire Nitro 2G D5,1440000,112GB/sec,1750 MHz,ATI,135,1090,MHz,75,Watts,2048,MB,2016
Radeon RX 460 MSI OC 4GB,1440000,112GB/sec,1750 MHz,ATI,120,1090,MHz,75,Watts,4096,MB,2016
Radeon RX 460 MSI OC 2GB,1440000,112GB/sec,1750 MHz,ATI,127,,,75,Watts,2048,MB,2016
Radeon RX 460 Sapphire Nitro 4G D5,1440000,112GB/sec,1750 MHz,ATI,150,1090,MHz,150,Watts,4096,MB,2016
Radeon RX 460 Gigabyte WindForce 2GB,1440000,112GB/sec,1750 MHz,ATI,,,,75,Watts,2048,MB,2016
Radeon RX 460 HIS iCooler OC 2GB,1440000,112GB/sec,1750 MHz,ATI,120,,,75,Watts,2048,MB,2016
Radeon RX 460 Gigabyte Windforce 2X OC 4GB,1440000,,1750 MHz,ATI,130,1090,MHz,75,Watts,4096,MB,2016
Radeon RX 460 Dataland X-Serial 4GB,1440000,112GB/sec,1750 MHz,ATI,,,,75,Watts,2048,MB,2016
Radeon RX 460 PowerColor Red Dragon 2GB,1440000,112GB/sec,1750 MHz,ATI,120,,,75,Watts,2048,MB,2016
Radeon RX 460 HIS iCooler OC 4GB,1440000,112GB/sec,1750 MHz,ATI,130,1090,MHz,75,Watts,4096,MB,2016
Radeon RX 460 Asus ROG Strix Gaming OC 4GB,1440000,112GB/sec,1750 MHz,ATI,135,1090,MHz,75,Watts,4096,MB,2016
Radeon RX 460 Asus ROG Strix Gaming 4GB,1440000,112GB/sec,1750 MHz,ATI,132,,,75,Watts,4096,MB,2016
Radeon RX 460 ASUS DUAL OC 2GB,1440000,112GB/sec,1750 MHz,ATI,120,,,75,Watts,2048,MB,2016
Radeon RX 460 PowerColor Red Dragon 4GB,1440000,112GB/sec,1750 MHz,ATI,120,1090,MHz,75,Watts,4096,MB,2016
Radeon RX 460 ASUS DUAL 2GB,1440000,112GB/sec,1750 MHz,ATI,115,,,75,Watts,2048,MB,2016
Radeon R7 240 PowerColor OC 2GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,750,MHz,30,Watts,2048,MB,2013
Radeon RX 460 2GB,1440000,,1750 MHz,ATI,110,,,75,Watts,,,2016
Radeon R7 240 MSI OC 2GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,760,MHz,35,Watts,2048,MB,2013
Radeon RX 460 4GB,1440000,,1750 MHz,ATI,130,1090,MHz,75,Watts,,,2016
Radeon R7 240 Asus Low Profile 2GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,730,MHz,35,Watts,2048,MB,2013
Radeon R7 240 2GB,1049088,28.8GB/sec,900 MHz,AMD,69,730,MHz,30,Watts,2048,MB,2013
Radeon R7 240 Gigabyte OC 2GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,780,MHz,30,Watts,2048,MB,2013
Radeon R7 240 MSI Low Profile 4GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,730,MHz,35,Watts,4096,MB,2013
Radeon R7 240 Asus Low Profile OC 4GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,770,MHz,35,Watts,4096,MB,2013
Radeon R7 240 Asus 1GB Edition,1049088,25.6GB/sec,800 MHz,AMD,,730,MHz,30,Watts,1024,MB,2013
Radeon R7 240 MSI Low Profile 2GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,730,MHz,35,Watts,2048,MB,2013
Radeon R5 235,786432,14.4GB/sec,900 MHz,AMD,,775,MHz,35,Watts,1024,MB,2013
Radeon R5 235X,1049088,14.4GB/sec,900 MHz,AMD,,875,MHz,37,Watts,1024,MB,2013
Radeon R5 230 Sapphire Flex 1GB Edition,786432,12.8GB/sec,800 MHz,AMD,,625,MHz,19,Watts,1024,MB,2014
